会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
178766,明通寺 エリア,男,1973,52,50代,静岡県,沼津市,500万円以上 600万円未満,mobile/iphone,2025-04-08 21:11:58,4月,明通寺 エリア,73.明通寺 エリア,小浜市,嶺南西部,(株)まちづくり小浜,3泊,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,富山県,自分ひとり,"花見や紅葉などの自然鑑賞
名所、旧跡の観光
まちあるき、都市散策
友人・親戚を尋ねる
",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,"新幹線
在来線
",0,0,1,0,0,0,0,"レンタサイクル
",0,0,0,1,満足,最寄りのレンタサイクルが東小浜駅だというのは知っていたがコインロッカーが無いので仕方なく小浜駅の観光案内所のレンタサイクルを利用した。小浜線は本数が少ないのでまた小浜駅に戻るのは時間のロスが大きい。レンタサイクルとコインロッカーはセットで設置して欲しい。,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"新聞・雑誌・ガイドブック
インターネット・アプリ
Twitter
観光協会等の案内所
",0,1,0,0,0,1,1,0,0,0,0,1,0,0,小浜町並み保存資料館,富山県高岡市瑞龍寺,選択なし/該当施設なし,"1,000円以上 3,000円未満",満足,"交通が不便だが明通寺のお堂での解説は素晴らしかった。
御朱印をいただきましたがもう少し丁寧に書いていただきたかった。上手下手の問題では無く御朱印帳を汚しすぎです。",満足,上記と同じ,感じた,今回レンタカーを借りなかったのでレンタサイクルを利用したが、明通寺のエリアは山の方なので天気が急変して雪と風が辛かった。,8,新幹線が延伸して観光の関係者がやる気に満ち溢れている印象があります。まだ外国人観光客がそれほど多く無いのでストレスを感じず楽しめると思います。,現状のままでいいと思います,機会があれば行きたい,日本海側らしさを感じるものであれば何でも
178765,うるしの里 エリア,男,1969,56,50代,大阪府,豊中市,分からない/無回答,mobile/android,2025-04-08 19:01:59,4月,うるしの里 エリア,46.うるしの里 エリア,鯖江市,丹南,,3泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,京都府,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
出張など仕事関係
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,工場がある,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",11回目以上,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"5,000円以上 10,000円未満",とても満足,,とても満足,,感じなかった,,8,,,また行きたい（1年以内）,
178763,道の駅「越前」 エリア,女,1987,38,30代,富山県,高岡市,500万円以上 600万円未満,mobile/iphone,2025-04-08 17:57:47,4月,道の駅「越前」 エリア,49.道の駅「越前」 エリア,越前町,丹南,一般社団法人 越前町観光連盟（DMO ECHIZEN）,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"温泉や露天風呂
地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","5,000円以上 10,000円未満",初めて,"観光パンフレット・ポスター
Instagram
",0,0,0,1,0,0,0,1,0,0,0,0,0,0,かつやまディノパーク,,越前がにミュージアム,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,また行きたい（1年以内）,
178754,大本山 永平寺 エリア,女,1977,48,40代,東京都,杉並区,"1,500万円以上",mobile/iphone,2025-04-08 16:59:10,4月,福井駅前 エリア,01.福井駅前 エリア,福井市,福井市・永平寺町,,3泊,3泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,親,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"新幹線
",0,0,1,1,0,0,0,"在来線
徒歩
",0,0,1,0,とても満足,,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,足羽川桜並木,,北の庄城址・柴田公園,"40,000円以上 50,000円未満",とても満足,,とても満足,恐竜が本当に素敵,感じなかった,,10,恐竜博物館と恐竜列車に惹かれて伺いましたが、食べ物も美味しくゆったりとした雰囲気全てに魅了されました,,また行きたい（1年以内）,
178762,JR美浜駅 エリア,女,1959,66,60代,滋賀県,大津市,400万円以上 500万円未満,mobile/android,2025-04-08 16:54:02,4月,JR美浜駅 エリア,79.JR美浜駅 エリア,美浜町,嶺南東部,三方五湖DMO(株),1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,京都府,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,とても綺麗な道の駅でビックリでした,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,越前和紙の里,,敦賀赤レンガ倉庫,"1,000円以上 3,000円未満",とても満足,綺麗の一言です,とても満足,,感じなかった,,10,道の駅が綺麗,,また行きたい（1年以内）,
178759,一乗谷朝倉氏遺跡 エリア,女,1998,27,20代,京都府,向日市,200万円以上 300万円未満,mobile/android,2025-04-08 16:54:02,4月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
まちあるき、都市散策
",1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,満足,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
Twitter
Instagram
",0,0,0,0,0,1,1,1,0,0,0,0,0,0,氣比神宮,,敦賀鉄道資料館（旧敦賀港駅舎 ）,使わない,満足,,満足,,感じた,"仕方のないことだと理解はしておりますが、電車の本数が少なかったことです。
次回このエリアに旅行に来る際は車で来ます。",9,,,また行きたい（1年以内）,水に恵まれた美食の県だと思っているので、地域の小さなお店も含め福井県内の食材を使用している飲食店、食品販売店のおすすめ情報などをまとめたサイトなどがあれば、もっと観光に来たくなるかなと思います。
178745,web,女,1954,71,70代,福井県,越前市,200万円以上 300万円未満,mobile/android,2025-04-08 16:13:29,4月,かずら橋 エリア,48.かずら橋 エリア,池田町,丹南,（一財）いけだ農村観光公社,日帰り,福井県内には宿泊しない,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,満足,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",2～5回目,"観光展・物産展
観光パンフレット・ポスター
",1,0,0,1,0,0,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,岐阜満願寺,下呂温泉（岐阜県）,"1,000円以上 3,000円未満",とても満足,バンコ餅の試食にはびっくり！とても満足しました。,とても満足,足羽川の渓流に沿って施設が作られ、とても気持ちのいい場所だと思いました。,感じなかった,,8,足羽川渓流,,,
178758,三国湊 エリア,男,1966,59,50代,滋賀県,草津市,100万円以上 200万円未満,mobile/iphone,2025-04-08 15:51:44,4月,三国湊 エリア,09.三国湊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,滋賀県,夫婦2人,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"観光展・物産展
インターネット・アプリ
",1,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"3,000円以上 5,000円未満",満足,温泉は価格内容共に良かった。,満足,,感じなかった,,9,,,機会があれば行きたい,
178757,web,女,1974,51,50代,兵庫県,明石市,100万円未満,mobile/iphone,2025-04-08 14:34:48,4月,かつやま恐竜の森 エリア,25.かつやま恐竜の森 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),2泊,2泊,福井エリア（福井市・永平寺町）,富山,夫婦2人,"テーマパーク（遊園地、動物園、博物館など）
まちあるき、都市散策
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,"在来線
路線バス
",0,1,0,0,とても満足,親切　安価　時間が正確,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"新聞・雑誌・ガイドブック
インターネット・アプリ
友人・知人
",0,1,0,0,0,1,0,0,0,0,1,0,0,0,北の庄城址・柴田公園,,東尋坊,"10,000円以上 20,000円未満",とても満足,綺麗　親切　過ごしやすい　,とても満足,安価　楽しめる　親切,感じなかった,,10,交通機関が充実　関西から近い　子供も楽しめる　美味しい物もいっぱい,フードコートに有名なお蕎麦屋さんなどあると嬉しいです　海鮮屋など,また行きたい（1年以内）,満足なのですが　もっと沢山飲食店の案内やお店を増やしてください
178756,越前大野城・城下町 エリア,男,1956,69,60代,東京都,葛飾区,200万円以上 300万円未満,mobile/iphone,2025-04-08 14:21:48,4月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,3泊,3泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"花見や紅葉などの自然鑑賞
名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","5,000円以上 10,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,福井県立恐竜博物館,,一乗谷朝倉氏遺跡,"1,000円以上 3,000円未満",とても満足,,満足,,感じなかった,,5,,,機会があれば行きたい,
178754,大本山 永平寺 エリア,女,1977,48,40代,東京都,杉並区,"1,500万円以上",mobile/iphone,2025-04-08 13:55:18,4月,大本山 永平寺 エリア,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,3泊,3泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,親,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
まちあるき、都市散策
",0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"新幹線
",0,0,1,1,0,0,0,"在来線
",0,0,0,0,とても満足,バスが快適でしち,"30,000円以上 40,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,大本山永平寺,,福井駅,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
178747,web,男,2001,24,20代,東京都,世田谷区,300万円以上 400万円未満,mobile/iphone,2025-04-08 12:26:08,4月,かつやま恐竜の森 エリア,25.かつやま恐竜の森 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),3泊,1泊,福井エリア（福井市・永平寺町）,石川県加賀市,自分ひとり,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"旅行会社ツアーバス
",0,0,0,0,0,1,0,"旅行会社ツアーバス
",0,0,0,0,満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,大本山永平寺,,越前和紙の里,"5,000円以上 10,000円未満",満足,,とても満足,,感じなかった,,9,,,機会があれば行きたい,
178748,web,男,1965,60,60代,東京都,八王子市,500万円以上 600万円未満,mobile/android,2025-04-08 11:45:21,4月,大本山 永平寺 エリア,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,富山県,その他家族,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"20,000円以上 30,000円未満","10,000円以上 20,000円未満",6～10回目,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"5,000円以上 10,000円未満",どちらでもない,,満足,,感じなかった,,7,,,機会があれば行きたい,
178744,道の駅「越前」 エリア,女,1998,27,20代,埼玉県,さいたま市緑区,分からない/無回答,mobile/iphone,2025-04-08 10:20:28,4月,道の駅「越前」 エリア,49.道の駅「越前」 エリア,越前町,丹南,一般社団法人 越前町観光連盟（DMO ECHIZEN）,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,友人,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"レンタカー
新幹線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"5,000円以上 10,000円未満","30,000円以上 40,000円未満","30,000円以上 40,000円未満",初めて,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,氣比神宮,,越前和紙の里,"5,000円以上 10,000円未満",満足,,満足,,感じなかった,,6,,,機会があれば行きたい,
178743,大本山 永平寺 エリア,男,1971,54,50代,福岡県,糸島市,400万円以上 500万円未満,mobile/android,2025-04-08 10:10:29,4月,大本山 永平寺 エリア,34.大本山 永平寺 エリア,永平寺町,福井市・永平寺町,,2泊,2泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,とても満足,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",満足,,どちらでもない,,感じなかった,,9,,,,
178742,レインボーライン エリア,男,1948,77,70代,神奈川県,藤沢市,600万円以上 700万円未満,mobile/android,2025-04-08 10:02:29,4月,レインボーライン エリア,77.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),2泊,2泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
在来線
",0,1,1,0,0,0,0,"レンタカー
",0,0,0,0,満足,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,一乗谷朝倉氏遺跡,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,2,,,機会があれば行きたい,
178741,越前大仏 エリア,男,1960,65,60代,広島県,広島市西区,200万円以上 300万円未満,mobile/android,2025-04-08 08:12:10,4月,越前大仏 エリア,28.越前大仏 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),4泊以上,2泊,奥越前エリア（勝山市・大野市）,岐阜県,自分ひとり,"テーマパーク（遊園地、動物園、博物館など）
スキー・スノボ、マリンスポーツ
",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"50,000円以上 100,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,"観光パンフレット・ポスター
観光連盟やDMOのHP
インターネット・アプリ
",0,0,0,1,1,1,0,0,0,0,0,0,0,0,越前大野城,,福井県立恐竜博物館,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,また行きたい（1年以内）,
178740,web,女,1968,57,50代,大阪府,豊中市,800万円以上 900万円未満,mobile/android,2025-04-08 08:01:09,4月,うるしの里 エリア,46.うるしの里 エリア,鯖江市,丹南,,3泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,京都府,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
出張など仕事関係
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,夫のプラン,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",2～5回目,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,舞鶴（京都府）,"5,000円以上 10,000円未満",どちらでもない,,満足,店内がきれいにされている,感じなかった,,7,歴史もあり落ち着いた街の雰囲気は素敵です。,"お魚とお米とお酒が美味しいので、手軽に食べられる食堂やレストランが増えれば嬉しいです。
お土産も大勢に配るようなものがあれば良いのですが。",機会があれば行きたい,日本酒はもっと売れてほしいです。
